year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,year_month,year_month_key,delayed_rate,cancellation_rate,avg_delay_min_per_delayed_flight,carrier_cause_share_ct,weather_cause_share_ct,nas_cause_share_ct,security_cause_share_ct,late_aircraft_cause_share_ct,carrier_cause_share_min,weather_cause_share_min,nas_cause_share_min,security_cause_share_min,late_aircraft_cause_share_min,cause_counts_exceed_delayed_flag
2019,12,G4,Allegiant Air,RDM,"Bend/Redmond, OR: Roberts Field",18.0,9.0,2.94,0.95,4.73,0.0,0.38,0.0,0.0,894.0,469.0,201.0,211.0,0.0,13.0,2019-12-01,2019-12,0.5,0.0,99.33333333333333,0.32666666666666666,0.10555555555555556,0.5255555555555556,0.0,0.042222222222222223,0.5246085011185683,0.22483221476510068,0.2360178970917226,0.0,0.0145413870246085,True
2019,12,DL,Delta Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",309.0,36.0,17.91,1.0,9.8,0.0,7.29,0.0,0.0,1597.0,768.0,16.0,397.0,0.0,416.0,2019-12-01,2019-12,0.11650485436893204,0.0,44.361111111111114,0.4975,0.027777777777777776,0.27222222222222225,0.0,0.2025,0.48090169067000627,0.010018785222291797,0.2485911083281152,0.0,0.2604884157795867,False
2020,12,HA,Hawaiian Airlines Inc.,SAN,"San Diego, CA: San Diego International",40.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,608.0,0.0,0.0,0.0,0.0,2020-12-01,2020-12,0.3,0.0,50.666666666666664,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
2019,12,MQ,Envoy Air,AEX,"Alexandria, LA: Alexandria International",92.0,12.0,4.63,0.61,1.93,0.0,4.83,1.0,0.0,531.0,219.0,30.0,71.0,0.0,211.0,2019-12-01,2019-12,0.13043478260869565,0.010752688172043012,44.25,0.3858333333333333,0.050833333333333335,0.16083333333333333,0.0,0.4025,0.4124293785310734,0.05649717514124294,0.1337099811676083,0.0,0.3973634651600753,False
2019,12,OO,SkyWest Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",175.0,29.0,11.31,3.92,6.51,0.0,7.25,2.0,0.0,1933.0,576.0,293.0,366.0,0.0,698.0,2019-12-01,2019-12,0.1657142857142857,0.011299435028248588,66.65517241379311,0.39,0.13517241379310344,0.22448275862068964,0.0,0.25,0.29798241076047594,0.15157785825142267,0.1893429901707191,0.0,0.3610967408173823,False
2020,12,OO,SkyWest Airlines Inc.,SHD,"Staunton, VA: Shenandoah Valley Regional",53.0,11.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,525.0,441.0,0.0,0.0,0.0,84.0,2020-12-01,2020-12,0.20754716981132076,0.018518518518518517,47.72727272727273,0.8181818181818182,0.0,0.0,0.0,0.18181818181818182,0.84,0.0,0.0,0.0,0.16,False
2019,12,OO,SkyWest Airlines Inc.,YUM,"Yuma, AZ: Yuma MCAS/Yuma International",146.0,19.0,5.06,0.0,4.45,0.0,9.49,0.0,0.0,955.0,306.0,0.0,125.0,0.0,524.0,2019-12-01,2019-12,0.13013698630136986,0.0,50.26315789473684,0.2663157894736842,0.0,0.23421052631578948,0.0,0.49947368421052635,0.3204188481675393,0.0,0.13089005235602094,0.0,0.5486910994764398,False
2020,12,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2797.0,210.0,130.0,28.0,7.0,0.0,45.0,12.0,1.0,16452.0,9112.0,2790.0,719.0,0.0,3831.0,2020-12-01,2020-12,0.07508044333214157,0.004270462633451958,78.34285714285714,0.6190476190476191,0.13333333333333333,0.03333333333333333,0.0,0.21428571428571427,0.5538536348164357,0.16958424507658643,0.043702893265256504,0.0,0.23285922684172136,False
2020,12,G4,Allegiant Air,BLV,"Belleville, IL: Scott AFB/MidAmerica",72.0,7.0,3.45,0.0,3.19,0.0,0.36,0.0,0.0,175.0,84.0,0.0,85.0,0.0,6.0,2020-12-01,2020-12,0.09722222222222222,0.0,25.0,0.4928571428571429,0.0,0.4557142857142857,0.0,0.05142857142857143,0.48,0.0,0.4857142857142857,0.0,0.03428571428571429,True
2019,12,OH,PSA Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",28.0,9.0,5.17,0.0,1.78,0.0,2.05,0.0,1.0,545.0,291.0,0.0,62.0,0.0,192.0,2019-12-01,2019-12,0.32142857142857145,0.0,60.55555555555556,0.5744444444444444,0.0,0.19777777777777777,0.0,0.22777777777777775,0.5339449541284403,0.0,0.11376146788990826,0.0,0.3522935779816514,False
